Brand,Type,Gender,Size,Number_Sold,Price(USD),review_title,review_text,review_rating
Converse,Casual,Men,US 11,309,75,SIZE IS MISLEADING,"New Balance shoes are the only shoes I wear.  I own about 15 pair.  Always 8 1/2 to 9D.  This is much narrower than all my other shoes, right about where the arch is.  New Balance really screwed up here.  Long time buyers used to be able to find the newer model of a pair of shoes that they like but not any more.  I wish somebody at New Balance would listen to their customers.",2
Puma,Running,Men,US 10,"2,144",90,Width is accurate compared to the 1006,"I wore 1004 4e, 1005 4e. Once NB made the 1006 the toe width got narrow. I figured Iâ€™d try these and they were comfortable for a 3 hour match. I donâ€™t know how durable they will be but for now they were worth the money. Iâ€™m editing because after 6 weeks these shoes are not durable.",2
Vans,Skate,Women,US 7,12,65,One of the Best Court Shoes I've found,"I play ALOT of pickleball and platform tennis. Both are tough on shoes. Time will tell about the durability. But from a fit, weight, and mobility standpoint,  these IMO are best in class. I've tried several major brands and the umpteen different models they offer. I even tried other New Balance models. All we're either too rigid, too loose, heavy, etc. Thank goodness for amazons return policy. Not mentioned, they look good too!",5
New Balance,Lifestyle,Men,US 8.5,421,90,4E too narrrow/low for my foot issues,"Attractive style but too narrow and low for my wide, high instep, hammer toed feet. They killed my hammer toe. New Balance is my go to for racquetball and walking sneakers but these are narrower and lower at the toe than the 608s I uaually wear. Should have returned but kept past the return limit trying to break them in. My bad",2
Asics,Running,Women,US 7.5,7,120,Good grip,These tennis shoes are working very well. It gives me the advantage I was looking for.,4
Fila,Fashion,Men,US 9,245,80,Horrible order after use,"I purchased these sneakers in late July.  I have worn them a hand full of times and noted a very foul odor after each use.  I have always played sports and have never had this problem with any other court shoes in the past.  Because I have gone over the return window, I am forced to throw these shoes away and buy a different pair.  I am so disappointed. I paid over $84.00 for these sneakers.",1
Skechers,Walking,Women,US 6.5,60,54.99,Great fit and a well made shoe,"So far so good. Iâ€™ve only played on them a few times but the fit is good, the cushioning is good and they look great.",5
Nike,Casual,Men,US 10,173,100,Won't last.,Feel apart in less than a month of play.,1
Adidas,Lifestyle,Women,US 6,112,130,Gute Preise,Einfache Halleschuche gute preis  gute Leistung  aber form ein bisschen klein bestellen sie 1 Nummer grosse,5
Reebok,Weightlifting,Men,US 9.5,"1,490",200,Schlecht.,Katastrophe.,1
Converse,Casual,Women,US 7.5,"6,159",110,Pumaâ€™s come small and narrow,Pumas come small and narrow but overall design appears good.,2
Puma,Lifestyle,Men,US 11,"7,712",90,Not good,I don't recommend first day,1
Vans,Casual,Women,US 8,"4,583",50,"Lightweight, supportive, waterproof - LOVE!!","After measuring my foot, following the size chart and ordering a 7, I could barely fit my foot in the shoe. Turns out I have an incredibly high instep, so I went a full size up to the 8. Fit like a glove! The arch support was in just the right spot - I've NEVER felt so supported by any boot before, hiking or otherwise. There is comfortable padding on the ankle, so no worry abt clipping a rock and having it knock your bone. Also the weight of these boots is incredible. SO LIGHT!!! I feel like I'm wearing sneakers.The other day I took them for a ""test walk"" through a local stream, and while I stayed mostly on the sandy/muddy bank, I did occasionally walk through the water to see how the waterproofness held up. EXCELLENT! I could feel the coolness of the water but my socks stayed 100% dry.I've gotten lots of compliments already and they are by far the coolest looking hiking boots I've owned. I love that the design is not TOO overly ""outdoorsy"" looking and doesn't have a lot of extra straps in the design (ie. keen or LL Bean  boots).Buy these boots and you won't be sorry!!",5
New Balance,Running,Men,US 12,706,150,Avoid buying the boots on Amazon!  Maybe avoid in general!!!,"Donâ€™t waste your time with these.  So I bought the boots in October of 2019.  Yes they are very comfortable and light, but my boots tore right  where the black part of the bottom seams to the shoe. Itâ€™s the area where the foot would flex as you step.  I contacted Vasque Red Wing and they told me they offer a 12 month warranty on any manufacturer defects. Sounds great! They told me they have a defect contract with Amazon to take care of this.  So I then reach out to amazon and they tell me that Iâ€™m past my 30 days and that they would pro rate me part of the refund and I would keep the boots and get them fixed myself. Sounds great, but that didnâ€™t happen either, they send me a return label and will refund me 80% of the boot value because itâ€™s considered a late return.  Failure from both companies. The 12 month warranty means nothing from Vasque and Amazon did nothing to help. My suggestion is to buy directly from a retailer. Then you may have a chance with the boot warranty.  Itâ€™s a tough pill to swallow for 4 month old boots that are $100+.Update:1/30/2020-  apparently Vasque is having issues with Amazon honoring their 12month defect contract.  Once I got this through for Vasque to understand, they offered me a replacement pair of boots, making good with their warranty.  It was a fight, but I am getting new boots from the manufacturer.",1
Asics,Running,Women,US 9,146,150,Great shoe but runs very small!,"Just received bought the eggplant I love this show. Not hiked in it yet though. It has a high arch support, and a padded super comfy heap. So for people with heal pain great shoe. My normal size is 8.5, I ordered a 9 based on reviews that it runs small. Well I now need a 9.5 so asking seller if they will exchange. This is not a shoe for a wide footed person but if you are a regular Vasque purchaser you will know that. I would have given 5 stars but for the hassle of having to exchange and hope I donâ€™t get charged extra because shoe runs small!",4
Fila,Fashion,Men,US 9.5,"1,060",75,Great for farming. Light weight and versatile,"I am a full time vegetable farmer and my shoes have to go through some serious work throughout the season! For the past three months Iâ€™ve had these boots and Iâ€™ve really loved them. Theyâ€™ve got a nice tread that Iâ€™m kept quite stable walking on rough terrain all day, but they donâ€™t cake quite so heavily with mud when I am working in wet soil.Like any boot that isnâ€™t a rubber rain boot, they will get moist in the inside if Iâ€™m really soaking them in puddles and such, but on wet mornings they stay quite dry when Iâ€™m walking through dewy grass. I still usually wear Muck boots in those conditions though.The best thing about these boots is their weight and flexibility. My feet and legs really enjoy the sneaker-like feel to these and I can wear them all day and not feel like Iâ€™ve got lead weights on my feet. Additionally, theyâ€™ve been super easy to hose off at the end of the day.Finally, Iâ€™ve been working in 90+ degree days in these and when Iâ€™m wearing my summer weight socks, Iâ€™m not get boiling hot feet. So thatâ€™s a huge plus.Just remember to size up! I was worried that even when I sized up they were a little snug around the edges of my feet (my feet are a relatively normal width, maybe a tiny bit wide), but after even a day of wearing them, they stretched out some and are my favorite farming boot to date!For reference, I typically am walking 3-5 miles a day on the farm and doing lots of bending and crouching. I have yet to see indications of wear at the crease points near the base of my toes from crouching, which is always the first place to â€œgoâ€ in my work boots.So far, theyâ€™ve been worth the investment! We will see in a few months how they actually hold up to eastern PA farming.",4
Nike,Running,Men,US 8.5,"2,076",120,"Beautiful, well-made, but 100% FLAWED for hiking!","I want to love these shoes, but there's one MAJOR flaw with the design of these shoes witch make these a dealbreaker for me. I've been hiking for years, and I know from experience this design flaw puts you at higher risk for a sprained or broken ankle.  The tread on the sole around the back outside of the shoe does not extend to the edge, which means, when you lean your anke to the side, there is a point at which the shoe will buckle for lack of support, and you're going down! All that time an money for product development, I'm surprised that this got overlooked. It's a bummer, because these would otherwise be great shoes! If you want an expensive pair of comfortable rugged shoes for walking on flat surfaces, then these would be fine.",2
Adidas,Lifestyle,Women,US 7,382,130,Best hiking shoe ever,"The first thing to get out of the way with these unusual but incredibly awesome hiking boots is the fit...they literally fit like a glove - snug, and almost unsettling close to the actual shape of my foot.  At first I found them to be too small, that is until I realized they just fit closer to my footâ€™s natural shape than normal shoes do.  If youâ€™re used to the way American work boots fit (extremely large) you may find these â€œtoo smallâ€.  They have a deep heal cup, pretty high arch support, and a slightly more square toe box than normal shoes.  The soles have fantastic grip on rocks, and are pretty much the best combination of cushion without being too vague or soft that I have found in a shoe.  I also like that the sole isnâ€™t overly wedged forward like a running shoe, it gives these boots a really planted feeling in rough terrain.  In fact, after wearing these boots for a couple consecutive long off-trail hikes and then switching to a more normal running shoe, I found it surprisingly difficult to keep my footing in the running shoes, which made me realize how great these boots are at keeping my feet stable.  The lacing system is pretty normal, nothing funky, but I will say that the all black and two military looking colors seem to be the only 3 versions with captive upper eyelets instead of hooks - in my opinion the hooks can be dangerous if not lethal by accidentally snagging the laces from the opposite shoe (giving a momentary â€œfeet tied together type fall)...this is especially dangerous if you plan to be climbing around rocks or in areas where a fall could be disastrous/deadly.I like these boots so much Iâ€™m buying a second pair incase theyâ€™re discontinued.",5
Reebok,Crossfit,Men,US 9,216,130,"Not a boot, it is a overly flexible shoe...","I have been using Vasque boots for over 20 years with great satisfaction.  Specially the Breeze series that is an exceptional combination between comfort, support and lightweight for hiking in hot weather.These shoes are exceptionally light but offer almost no support.  They are fresh foam based and overly flexible.  I am very disappointed and recommend not buying this product even to walk in the city, let alone for a trail...",2
Converse,Basketball,Women,US 9.5,"38,839",110,Great!,"I read the reviews about the tightness. I don't have wide feet. I wear thick socks too. I went a 1/2 size up like you should on hiking boots. They did seem snug at first but I wore around the house and decided to give them a try. I'm so glad I did. I either got used to them or they did seem to break without discomfort. That first time I realized I could run in them too!. I use these to run on hiking trails and my feet and legs don't get tired. I love these boots/trail runners. FYI, they have a 6mm heel to toe drop.",5
Puma,Casual,Men,US 11,392,65,Four Stars,"They are cute and very nicely made, but I can't get comfortable in them.",4
Vans,Skate,Women,US 7.5,843,65,"Amazing, so happy","Iâ€™m a plain clothes police officer and I was looking for comfortable, good looking, daily wear all weather boots. I purchased these to try them out hoping theyâ€™d work out. The first day I wore them, I spent 5 hours on my feet at the range  wearing a gun belt and armor, in wet grass and the temperature was around 40 deg F. They were perfect...I couldnâ€™t believe how good they get over the course of the training. I then wore them another 8 or so hours afterwards both during and after work. Overall, these boots are incredibly light, very good arch support, excellent traction, adequate in keeping feet warm during cool temps and all around cushioned enough to be incredibly comfortable during just about any activity. i donâ€™t have any experience with these types of boots, mine is limited to those of the tactical boot variety such as the Adidas GsG9 (original), Blackhawk, Oakley, Viktos, Nike (FSB), and my last were Solomon. These blow them all away in the comfort department, though I know theyâ€™re not very comparable. My only advice is I run between an 8.5 and a 9, I bought 9â€™s, which fit me perfectly but that leads me to believe these run just a tad small. The difference may be negligible to most, but figured Iâ€™d mention it. I love wearing these and didnâ€™t realize there were boots out there quite this comfortable.*UPDATE*2 months in of almost daily wear, multiple outdoor range dates, 4 days straight of outdoor training at 8 hrs per day on my feet. These boots are absolutely outstanding, so comfortable, supportive and waterproof...my only gripe is the treads are so good that itâ€™s a little hard to get the mud and grass out of them afterwards...",5
